model_1,model_2,win_rate,skill_score
seasonal_naive,mixed_freq_dfm_md,0.0,-0.510908940977651
seasonal_naive,bvar_minnesota_8,0.0,-0.5177944583584682
seasonal_naive,ar4,0.0,-0.5052411991999244
seasonal_naive,chronos2,0.0,-0.48080858106082425
seasonal_naive,bvar_minnesota_growth_20,0.0,-0.4786697703990195
seasonal_naive,bvar_minnesota_20,0.0,-0.4786629617188263
seasonal_naive,factor_pca_qd,0.0,-0.21397108621173655
seasonal_naive,naive_last,0.0,-0.1589654243339793
seasonal_naive,random_permutation,0.0,-0.13962095617248593
seasonal_naive,drift,0.0,-0.15689719868612761
seasonal_naive,random_normal,0.0,-0.09366251161377437
seasonal_naive,seasonal_naive,0.5,0.0
seasonal_naive,random_uniform,1.0,0.5705880941235681
random_uniform,mean,0.0,-3.038915093571126
random_uniform,ensemble_avg_top3,0.0,-2.9309115059240747
random_uniform,random_forest,0.0,-2.7865211346850556
random_uniform,xgboost,0.0,-2.755265709258873
random_uniform,auto_arima,0.0,-2.619149604974576
random_uniform,theta,0.0,-2.614641773968668
random_uniform,local_trend_ssm,0.0,-2.6087337227698666
random_uniform,auto_ets,0.0,-2.554057890400845
random_uniform,bvar_minnesota_growth_8,0.0,-2.534593921161669
random_uniform,mixed_freq_dfm_md,0.0,-2.518553911293815
random_uniform,bvar_minnesota_8,0.0,-2.5345886725256066
random_uniform,ar4,0.0,-2.505355064917726
random_uniform,chronos2,0.0,-2.44845720576491
random_uniform,bvar_minnesota_growth_20,0.0,-2.4434764154502115
random_uniform,bvar_minnesota_20,0.0,-2.443460559624838
random_uniform,factor_pca_qd,0.0,-1.8270550247879491
random_uniform,naive_last,0.0,-1.6989596899241186
random_uniform,random_permutation,0.0,-1.653910943262073
random_uniform,drift,0.0,-1.6941432756152732
random_uniform,random_normal,0.0,-1.5468844637216184
random_uniform,seasonal_naive,0.0,-1.3287663576979658
random_uniform,random_uniform,0.5,0.0
